Header	GO
SL1344_RS06465	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS06470	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS06475	GO:0006082;GO:0006520;GO:0006525;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0043603;GO:0043605;GO:0043648;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS06480	GO:0006082;GO:0006520;GO:0006525;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0043603;GO:0043605;GO:0043648;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS06485	GO:0006082;GO:0006520;GO:0006525;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0043603;GO:0043605;GO:0043648;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS06490	GO:0006082;GO:0006520;GO:0006525;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0043603;GO:0043605;GO:0043648;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS06495	GO:0006082;GO:0006520;GO:0006525;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0043603;GO:0043605;GO:0043648;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS06505	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS06510	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009987;GO:0018130;GO:0019362;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0046496;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0072524;GO:0072525;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS06520	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS06525	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS06530	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS06540	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS06545	GO:0005975;GO:0005976;GO:0006022;GO:0006026;GO:0006040;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0016052;GO:0043170;GO:0044238;GO:0071704;GO:1901135;GO:1901136;GO:1901564;GO:1901565;GO:1901575
SL1344_RS06550	GO:0006950;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0044237;GO:0044248;GO:0050896;GO:0071704;GO:1901575
SL1344_RS06555	GO:0007049;GO:0008150;GO:0009987;GO:0051301
SL1344_RS06580	GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237
SL1344_RS06590	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044238;GO:0071704
SL1344_RS06625	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS06635	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS06640	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0016043;GO:0019538;GO:0022607;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0043933;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0065003;GO:0071704;GO:0071840;GO:1901564;GO:1901566;GO:1901576
SL1344_RS06645	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS06650	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS06655	GO:0006139;GO:0006259;GO:0006310;GO:0006355;GO:0006417;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0010608;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0034248;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050789;GO:0050794;GO:0051171;GO:0051246;GO:0051252;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:1901360;GO:2001141
SL1344_RS06660	GO:0006810;GO:0008150;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS06665	GO:0006950;GO:0008150;GO:0050896
SL1344_RS06695	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009423;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS06700	GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0071704;GO:1901564
SL1344_RS06705	GO:0005975;GO:0005996;GO:0006006;GO:0006082;GO:0006090;GO:0006094;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0016051;GO:0016310;GO:0019318;GO:0019319;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0044283;GO:0046364;GO:0071704;GO:1901576
SL1344_RS06725	GO:0008150;GO:0008152;GO:0071704
SL1344_RS06745	GO:0006091;GO:0006629;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016042;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0071704;GO:1901575
SL1344_RS06750	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009423;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0032787;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:0072330;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615;GO:1901617
SL1344_RS06755	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009423;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS06785	GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0042180;GO:0042181;GO:0044237;GO:0044249;GO:0044281;GO:0044283;GO:0071704;GO:1901576;GO:1901661;GO:1901663
SL1344_RS06800	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS06805	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS06815	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS06820	GO:0000096;GO:0006082;GO:0006520;GO:0006534;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0009069;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564;GO:1901605
SL1344_RS06825	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS06830	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009252;GO:0030203;GO:0043170;GO:0044038;GO:0071704;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS06835	GO:0006629;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0044237;GO:0044238;GO:0044255;GO:0071704;GO:0071840
SL1344_RS06840	GO:0006629;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0044237;GO:0044238;GO:0044255;GO:0071704;GO:0071840
SL1344_RS06845	GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237
SL1344_RS06855	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS06865	GO:0005975;GO:0005996;GO:0008150;GO:0008152;GO:0009056;GO:0016052;GO:0019321;GO:0019323;GO:0044238;GO:0044281;GO:0044282;GO:0046365;GO:0071704;GO:1901575
SL1344_RS06890	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS06910	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0044403;GO:0044419;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0051701;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS06925	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0030254;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0071806;GO:0140352
SL1344_RS06985	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0030254;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0071806;GO:0140352
SL1344_RS06995	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0030254;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0071806;GO:0140352
SL1344_RS07000	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0140352
SL1344_RS07010	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0030254;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0071806;GO:0140352
SL1344_RS07015	GO:0006810;GO:0008150;GO:0046903;GO:0051179;GO:0051234
SL1344_RS07025	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0140352
SL1344_RS07030	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0030254;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0071806;GO:0140352
SL1344_RS07045	GO:0001539;GO:0006810;GO:0006935;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0030254;GO:0032940;GO:0033036;GO:0035592;GO:0040011;GO:0042330;GO:0045184;GO:0046903;GO:0048870;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0071806;GO:0071973;GO:0097588;GO:0140352
SL1344_RS07050	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0140352
SL1344_RS07055	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0140352
SL1344_RS07060	GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0033036;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071702;GO:0071705
SL1344_RS07065	GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071692;GO:0071702;GO:0071705;GO:0140352
SL1344_RS07080	GO:0006810;GO:0006811;GO:0006812;GO:0006814;GO:0008150;GO:0009987;GO:0030001;GO:0051179;GO:0051234;GO:0055085
SL1344_RS07085	GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0018130;GO:0034641;GO:0042364;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS07090	GO:0006629;GO:0008150;GO:0008152;GO:0008610;GO:0009058;GO:0032259;GO:0044238;GO:0071704;GO:1901576
SL1344_RS07095	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085;GO:0140352
SL1344_RS07105	GO:0006139;GO:0006163;GO:0006164;GO:0006355;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009889;GO:0009890;GO:0009892;GO:0009987;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0019637;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0045892;GO:0045934;GO:0046483;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0051252;GO:0051253;GO:0055086;GO:0060255;GO:0065007;GO:0071704;GO:0072521;GO:0072522;GO:0080090;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1902679;GO:2001141
SL1344_RS07125	GO:0006139;GO:0006396;GO:0006399;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS07165	GO:0008150;GO:0042221;GO:0050896
SL1344_RS07185	GO:0000270;GO:0005975;GO:0006022;GO:0006040;GO:0006082;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016054;GO:0016310;GO:0019752;GO:0030203;GO:0032787;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:0072329;GO:1901135;GO:1901564;GO:1901575
SL1344_RS07195	GO:0006725;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0042364;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:0072524;GO:0072525;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615;GO:1901617
SL1344_RS07200	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS07205	GO:0006081;GO:0006725;GO:0006766;GO:0006767;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016310;GO:0018130;GO:0019438;GO:0019637;GO:0034641;GO:0042364;GO:0043094;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:0072524;GO:0072525;GO:0090407;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615;GO:1901617
SL1344_RS07215	GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0033036;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071702;GO:0071705
SL1344_RS07220	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS07225	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0044237
SL1344_RS07235	GO:0006091;GO:0006810;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0044237;GO:0051179;GO:0051234;GO:0055085
SL1344_RS07250	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0044237
SL1344_RS07275	GO:0006139;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009156;GO:0009161;GO:0009167;GO:0009168;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901576
SL1344_RS07290	GO:0005975;GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009225;GO:0009226;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:1901135;GO:1901137;GO:1901360;GO:1901362;GO:1901576
SL1344_RS07295	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0044237
SL1344_RS07300	GO:0006082;GO:0006099;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0043648;GO:0044237;GO:0044238;GO:0044281;GO:0071704
SL1344_RS07305	GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS07320	GO:0006810;GO:0006811;GO:0008150;GO:0009987;GO:0034220;GO:0051179;GO:0051234;GO:0055085
SL1344_RS07330	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS07340	GO:0006810;GO:0006865;GO:0008150;GO:0015711;GO:0015849;GO:0046942;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS07350	GO:0006810;GO:0006811;GO:0006812;GO:0008150;GO:0009987;GO:0034220;GO:0051179;GO:0051234;GO:0055085;GO:0098655;GO:0098660;GO:0098662
SL1344_RS07355	GO:0008150;GO:0008152;GO:0071704
SL1344_RS07365	GO:0008150;GO:0042221;GO:0050896
SL1344_RS07370	GO:0008150;GO:0042221;GO:0050896
SL1344_RS07375	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS07395	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044238;GO:0071704
SL1344_RS07400	GO:0006082;GO:0006766;GO:0006767;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016053;GO:0018130;GO:0019752;GO:0032787;GO:0034641;GO:0042364;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044249;GO:0044271;GO:0044272;GO:0044281;GO:0044283;GO:0046394;GO:0046483;GO:0071704;GO:0072330;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS07405	GO:0008150;GO:0009628;GO:0050789;GO:0050794;GO:0050896;GO:0065007
SL1344_RS07410	GO:0006810;GO:0008150;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS07415	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085
SL1344_RS07425	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085
SL1344_RS07430	GO:0006457;GO:0008150;GO:0009987;GO:0061077
SL1344_RS07435	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0022904;GO:0044237
SL1344_RS07480	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575
SL1344_RS07495	GO:0005975;GO:0006066;GO:0008150;GO:0008152;GO:0019400;GO:0019751;GO:0044238;GO:0044281;GO:0071704;GO:1901615
SL1344_RS07515	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS07585	GO:0006082;GO:0006520;GO:0006541;GO:0006807;GO:0008150;GO:0008152;GO:0009064;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564;GO:1901605
SL1344_RS07605	GO:0006810;GO:0006811;GO:0008150;GO:0009987;GO:0034220;GO:0051179;GO:0051234;GO:0055085
SL1344_RS07610	GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044238;GO:0051604;GO:0071704;GO:1901564
SL1344_RS07615	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0022904;GO:0044237
SL1344_RS07635	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0051604;GO:0071704;GO:1901564
SL1344_RS07640	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0022904;GO:0044237
SL1344_RS07645	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0022904;GO:0044237
SL1344_RS07695	GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009116;GO:0009119;GO:0009163;GO:0009987;GO:0018130;GO:0019438;GO:0034404;GO:0034641;GO:0034654;GO:0042455;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0055086;GO:0071704;GO:1901135;GO:1901137;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901657;GO:1901659
SL1344_RS07745	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS07755	GO:0008150;GO:0008152;GO:0009058
